Country,YearBuilt,Type,Length_m,BrandPrestige,Price_USD
Italy,2021,Motor,38.6,4,4403281.93
Other,2024,Motor,31.92,1,1497079.57
Other,2020,Motor,33.96,1,1560946.66
Spain,2024,Sailing,36.7,3,3240080.59
Other,2023,Motor,32.58,3,1828999.46
France,2021,Motor,33.2,4,2381954.88
UK,2018,Motor,34.21,2,1754803.51
Netherlands,2020,Motor,16.81,3,390521.85
Germany,2023,Sailing,22.15,2,664363.23
Other,2024,Motor,15.77,5,659344.33
Other,2024,Motor,39.02,4,4275067.78
Italy,2018,Motor,43.22,3,3393969.22
Germany,2018,Sailing,35.19,3,1950687.32
Other,2024,Motor,14.36,3,267735.56
France,2019,Motor,30.17,4,1943086.0
Other,2023,Motor,7.87,4,70704.09
Netherlands,2022,Sailing,41.84,5,5823375.18
Other,2022,Motor,31.32,3,1656063.33
Spain,2022,Sailing,15.59,3,285488.42
France,2024,Motor,6.63,2,34583.34
Italy,2019,Motor,29.16,3,1488808.26
Italy,2022,Motor,37.06,3,3329013.9
Other,2022,Motor,60.94,1,6971276.73
USA,2022,Motor,41.51,2,3381243.54
Netherlands,2020,Motor,30.35,1,984856.54
Netherlands,2021,Motor,8.4,1,48893.6
USA,2023,Motor,17.23,3,487801.78
Italy,2020,Motor,141.92,3,81082097.45
Other,2021,Motor,83.23,3,18869402.28
Other,2023,Catamaran,33.63,5,3471507.74
Netherlands,2021,Sailing,39.25,3,3143612.49
Italy,2018,Motor,27.39,4,1504924.07
Germany,2022,Motor,45.92,4,5068100.75
Other,2023,Sailing,15.37,1,202864.42
Greece,2024,Motor,31.51,2,1654107.18
Spain,2021,Sailing,8.36,3,58086.25
Other,2023,Motor,41.84,4,4907903.34
Greece,2020,Motor,22.33,4,723457.98
Spain,2020,Motor,83.01,3,15947707.61
Spain,2024,Catamaran,38.33,3,3643813.07
France,2020,Motor,17.5,3,382872.87
Italy,2018,Motor,71.2,2,11602401.39
Netherlands,2023,Motor,33.54,3,2311391.09
Other,2023,Sailing,49.08,4,5762048.2
UK,2022,Motor,25.57,4,1635164.93
Germany,2024,Motor,29.67,4,2411948.16
Italy,2018,Sailing,8.84,3,63740.59
Other,2020,Motor,34.0,4,2301296.69
USA,2018,Motor,29.07,4,1447588.64
USA,2020,Motor,134.33,5,121404161.11
USA,2024,Sailing,20.23,3,757736.18
France,2024,Catamaran,26.41,3,1527436.24
UK,2023,Motor,30.77,2,1815110.15
Other,2022,Sailing,28.78,3,1274718.42
Other,2024,Motor,59.35,1,7142728.91
Turkey,2023,Motor,15.93,3,302271.01
UK,2019,Catamaran,38.66,5,4993966.05
Italy,2022,Motor,8.95,3,86049.2
Other,2024,Motor,42.33,4,5112388.33
Italy,2022,Motor,18.75,4,809932.0
Other,2020,Motor,33.33,4,2175571.11
Netherlands,2023,Motor,42.46,5,7464619.27
UK,2022,Catamaran,12.58,2,168743.66
Spain,2023,Sailing,11.86,4,176707.51
Italy,2021,Motor,25.11,2,1095941.14
Turkey,2020,Motor,51.74,4,5857405.58
Netherlands,2022,Motor,26.13,4,1600610.75
Italy,2024,Motor,43.9,2,5234973.07
Other,2018,Sailing,15.76,2,194720.81
Netherlands,2019,Motor,42.15,5,5364889.12
UK,2021,Motor,30.78,2,1612691.08
Other,2024,Motor,92.36,2,24200372.88
Other,2022,Motor,40.58,5,4714870.4
UK,2023,Motor,31.42,2,1991455.19
Other,2024,Sailing,37.26,2,2210406.33
Other,2023,Catamaran,31.85,2,1666356.62
USA,2021,Motor,30.99,2,1586551.81
Netherlands,2024,Motor,16.12,2,364357.15
USA,2020,Sailing,30.21,4,1709466.69
Other,2024,Motor,126.7,3,72788405.91
Greece,2023,Motor,43.33,3,4287269.09
UK,2018,Motor,15.31,4,359378.84
Other,2020,Motor,33.28,5,3152499.84
Turkey,2022,Motor,41.86,4,4527259.17
Other,2021,Motor,14.1,1,168190.11
France,2020,Sailing,28.2,5,1836028.31
USA,2021,Motor,42.54,2,3793559.66
France,2021,Motor,38.08,2,2554292.31
Turkey,2023,Sailing,27.97,2,905133.0
Other,2022,Motor,27.21,2,1144644.72
USA,2024,Motor,31.56,3,2423769.72
Italy,2018,Motor,16.69,4,465960.67
USA,2024,Motor,25.65,2,3120693.22
Italy,2021,Motor,20.7,1,569240.78
Italy,2024,Sailing,30.67,3,2268059.15
Italy,2022,Sailing,9.46,1,63188.99
Italy,2024,Motor,14.0,4,418338.48
USA,2019,Sailing,35.85,2,1850094.94
Italy,2022,Motor,41.14,5,6674815.48
Italy,2022,Motor,57.19,5,14505049.1
Greece,2019,Motor,19.1,3,431277.91
USA,2023,Motor,38.08,5,5482534.52
France,2019,Motor,30.13,2,1521313.47
Italy,2021,Motor,8.71,5,138892.3
Greece,2020,Motor,30.83,2,1171841.47
UK,2019,Motor,40.67,2,3197979.33
Italy,2022,Motor,14.1,2,296916.75
Italy,2023,Motor,29.66,5,3526520.91
USA,2020,Motor,22.97,3,882647.2
USA,2024,Motor,11.99,4,305430.33
USA,2021,Motor,40.84,1,2693787.52
Netherlands,2023,Motor,61.42,4,13791834.56
Netherlands,2019,Motor,43.36,3,4319939.49
Turkey,2024,Motor,33.1,3,1792023.31
Spain,2018,Catamaran,33.32,4,1813389.33
Other,2024,Sailing,15.06,2,251791.22
Italy,2024,Motor,44.38,5,8913670.77
France,2023,Sailing,33.28,1,1600414.72
USA,2024,Sailing,47.01,1,4058845.34
Turkey,2019,Motor,41.1,3,2961051.25
Turkey,2022,Motor,19.29,4,543973.1
USA,2020,Motor,18.01,5,814525.53
Greece,2024,Motor,19.88,3,616024.04
Other,2019,Motor,37.44,4,2633455.94
Spain,2022,Motor,13.43,1,151873.1
Italy,2021,Motor,39.15,4,4615908.33
Greece,2024,Motor,18.65,4,728967.99
UK,2023,Motor,36.49,3,3856988.83
UK,2023,Motor,33.01,3,2462089.97
Spain,2020,Motor,40.6,2,2539734.7
Netherlands,2018,Motor,28.65,1,920915.2
Other,2023,Motor,35.65,3,2554312.61
Other,2023,Motor,22.58,3,760379.35
USA,2023,Sailing,29.6,3,1712858.18
Italy,2021,Motor,58.95,3,10739410.14
Italy,2022,Motor,7.22,5,85703.49
Other,2018,Catamaran,35.81,4,2473639.95
Netherlands,2021,Catamaran,27.03,3,1145844.82
Greece,2018,Motor,28.98,3,1217396.16
France,2021,Motor,37.28,4,3854475.16
UK,2018,Motor,123.45,3,48563276.22
Other,2022,Sailing,39.81,2,2504191.48
USA,2024,Sailing,19.62,2,569588.99
Other,2020,Motor,7.21,3,41687.56
Germany,2018,Motor,8.97,3,73317.69
Spain,2021,Motor,72.21,4,20072890.38
Other,2020,Motor,25.11,2,738911.56
Other,2024,Sailing,17.7,2,329193.62
Other,2018,Motor,12.33,2,119034.02
Italy,2022,Motor,15.3,4,457909.51
UK,2024,Motor,56.13,3,9659427.76
France,2019,Motor,21.64,1,481305.65
Other,2024,Motor,16.87,2,377075.21
Other,2023,Motor,26.04,2,1051563.23
USA,2024,Catamaran,15.03,3,351314.91
UK,2024,Motor,6.44,3,42450.45
USA,2019,Sailing,34.39,5,3242383.11
Other,2018,Motor,45.21,2,2860656.24
Spain,2024,Motor,72.9,4,23696503.86
Turkey,2023,Motor,44.32,1,3215584.91
Turkey,2021,Motor,32.86,1,1190345.35
Spain,2022,Motor,39.24,3,3010637.93
USA,2023,Sailing,19.21,3,525727.24
UK,2024,Motor,41.98,3,4857063.01
Netherlands,2024,Motor,32.87,2,2110262.2
France,2022,Motor,27.97,3,1282733.78
Netherlands,2022,Motor,28.58,4,1817845.9
Other,2021,Motor,59.67,2,7496609.46
Other,2019,Motor,39.72,5,3957168.16
USA,2024,Motor,40.32,3,4704787.16
UK,2024,Motor,44.84,3,5872877.99
Netherlands,2020,Motor,38.97,4,4056427.39
Spain,2020,Sailing,33.51,3,1728943.2
Germany,2019,Motor,6.51,4,38491.16
Other,2018,Sailing,33.02,3,1223696.08
Other,2023,Motor,31.36,5,2964198.48
Netherlands,2022,Sailing,39.41,1,1942797.32
Germany,2023,Sailing,8.51,5,106644.86
Germany,2020,Motor,14.49,1,185027.48
Other,2021,Motor,17.16,5,545104.03
Turkey,2020,Motor,44.01,2,3010602.92
UK,2021,Motor,44.75,3,4919869.62
USA,2023,Catamaran,16.39,1,302507.11
Italy,2023,Motor,6.33,4,45285.51
Other,2024,Catamaran,37.75,3,2654328.3
Germany,2022,Motor,13.19,4,290185.08
USA,2018,Sailing,21.02,3,573652.59
Germany,2022,Motor,27.36,3,1405795.03
USA,2021,Motor,38.85,4,4260320.4
UK,2019,Motor,10.24,2,82923.61
UK,2019,Motor,34.59,4,2610394.31
Spain,2022,Motor,37.04,3,3091310.53
France,2024,Motor,13.3,1,191066.99
Italy,2021,Motor,6.83,5,79849.37
Spain,2024,Motor,82.63,3,23725430.77
UK,2023,Catamaran,21.91,3,787459.1
France,2023,Motor,78.44,4,26235348.84
USA,2020,Motor,14.29,3,262102.35
Netherlands,2023,Motor,13.63,4,367837.12
Other,2024,Motor,32.61,2,1977112.13
Turkey,2023,Catamaran,33.85,3,2064898.32
France,2022,Motor,26.95,2,1113316.1
Netherlands,2021,Motor,28.4,1,1028606.23
Netherlands,2018,Motor,32.84,2,1715907.27
Turkey,2022,Motor,45.28,2,3557482.64
Spain,2021,Catamaran,7.15,1,27481.79
Spain,2020,Catamaran,32.07,5,2745245.96
Spain,2023,Motor,35.73,3,2542141.4
Italy,2020,Motor,83.29,4,26712163.95
Italy,2018,Sailing,41.22,3,2839416.29
Other,2018,Sailing,32.96,3,1239095.14
UK,2021,Catamaran,10.71,4,143264.47
Italy,2020,Motor,25.19,2,919941.1
Other,2022,Motor,9.61,2,76453.19
Germany,2020,Sailing,26.73,5,1662687.6
USA,2024,Motor,13.71,4,364015.58
USA,2018,Motor,28.37,2,912823.07
Italy,2019,Motor,39.78,1,2744581.14
Italy,2024,Motor,31.18,3,2359930.79
Other,2022,Motor,9.88,3,102893.82
France,2022,Motor,46.54,2,4693426.72
France,2021,Catamaran,23.02,1,615844.44
Turkey,2018,Motor,44.9,3,3406297.02
Italy,2018,Motor,18.55,5,660471.45
Other,2018,Motor,36.61,3,2164657.22
Spain,2018,Motor,13.25,3,166949.3
Germany,2020,Motor,29.34,2,1384176.58
France,2023,Motor,18.85,3,646298.11
France,2020,Sailing,31.34,1,1113810.47
Italy,2023,Motor,13.73,4,313182.57
UK,2019,Motor,13.55,3,205299.74
Turkey,2022,Motor,35.64,4,3169725.87
Netherlands,2022,Motor,14.79,5,483843.59
Turkey,2022,Motor,80.3,4,16720467.08
Netherlands,2018,Motor,44.04,3,3508658.67
Greece,2024,Motor,48.29,2,4383519.75
Spain,2024,Motor,49.91,4,7674506.2
Italy,2021,Catamaran,39.55,2,3191982.74
USA,2023,Motor,14.87,3,310385.55
Spain,2024,Sailing,13.45,3,209681.68
Other,2021,Motor,19.61,3,511324.93
Italy,2021,Motor,11.97,1,128600.11
Other,2021,Catamaran,28.34,1,922830.53
Other,2024,Motor,111.6,3,50971987.23
Turkey,2020,Motor,81.09,4,19268823.1
Italy,2021,Motor,94.96,4,41467456.47
Italy,2024,Motor,36.31,1,2943083.03
Italy,2022,Motor,25.96,5,2373883.54
France,2022,Motor,8.06,1,53505.47
UK,2019,Motor,17.14,4,431525.41
Other,2018,Motor,33.25,4,2056308.61
Other,2023,Catamaran,21.03,4,857996.25
USA,2024,Motor,35.0,3,3402334.02
Netherlands,2021,Motor,47.35,3,5871691.25
USA,2024,Motor,32.06,3,2981130.85
Netherlands,2019,Catamaran,17.45,2,349181.38
France,2021,Sailing,41.0,4,3755660.5
Turkey,2023,Motor,44.89,3,4604840.92
Italy,2022,Motor,22.94,1,768087.38
Greece,2022,Motor,16.19,3,321435.46
France,2023,Motor,9.68,4,142563.27
UK,2020,Motor,43.96,4,5174209.83
Turkey,2023,Motor,37.51,1,1792134.26
Turkey,2023,Motor,30.26,2,1385608.11
Italy,2024,Motor,12.53,2,252903.77
Netherlands,2020,Motor,26.5,2,953409.49
Turkey,2019,Motor,29.17,3,1192474.77
Other,2019,Motor,18.35,2,330634.16
France,2024,Motor,30.18,3,2129618.47
Other,2024,Motor,22.07,3,719815.85
Italy,2023,Motor,33.45,1,1557558.64
Italy,2020,Motor,42.17,4,5024106.47
Germany,2020,Motor,22.69,3,822502.97
Turkey,2019,Motor,17.74,3,317858.84
Turkey,2020,Motor,53.07,3,5703630.43
Turkey,2024,Motor,22.45,2,781151.27
UK,2019,Catamaran,36.42,3,2305889.04
France,2024,Motor,32.41,3,2528439.14
Italy,2021,Motor,134.66,2,70085412.71
France,2024,Motor,36.11,2,2475495.74
Italy,2019,Motor,13.62,3,252959.21
Greece,2022,Motor,6.45,2,29629.57
Germany,2019,Motor,79.9,4,19825303.25
Netherlands,2024,Catamaran,29.98,4,2445383.99
Netherlands,2024,Motor,26.19,2,1291212.24
Other,2019,Motor,38.83,5,3640813.37
Italy,2020,Motor,11.75,1,118339.39
Greece,2023,Motor,54.07,3,6793251.62
Spain,2021,Motor,59.53,3,8248293.5
Other,2021,Motor,40.03,3,3079184.79
France,2020,Sailing,41.71,5,4863637.9
Italy,2024,Motor,35.39,2,3318919.05
Netherlands,2020,Motor,35.98,3,2955771.37
Other,2024,Catamaran,33.53,2,1866760.08
UK,2023,Motor,74.39,4,20416091.51
Other,2019,Motor,54.69,4,6748404.53
Greece,2024,Motor,29.39,3,1548783.71
Other,2020,Sailing,39.16,5,4168639.1
Netherlands,2018,Motor,26.53,4,1278142.06
Germany,2022,Sailing,14.73,2,260897.43
Other,2024,Motor,82.69,5,35623775.23
France,2018,Motor,38.36,1,1889672.38
USA,2023,Motor,30.66,4,2479690.52
Italy,2021,Motor,39.57,2,3008940.43
USA,2022,Sailing,10.99,2,112633.12
Germany,2022,Sailing,30.2,3,1375898.74
Italy,2024,Motor,27.57,1,1377852.68
Greece,2021,Motor,84.74,3,17108000.98
USA,2021,Sailing,9.83,4,134049.14
Spain,2020,Motor,9.95,3,103363.73
Germany,2021,Motor,22.49,1,566663.35
Germany,2023,Motor,17.45,5,794531.7
USA,2023,Motor,41.98,4,4905114.94
USA,2022,Motor,12.7,3,201448.21
Greece,2023,Motor,49.95,5,9820925.86
France,2021,Sailing,31.84,1,1235195.42
Italy,2018,Motor,73.85,5,25545051.29
Turkey,2022,Motor,26.33,4,1301422.48
Other,2018,Motor,6.88,3,32951.87
Other,2023,Motor,28.5,5,2648050.63
Other,2021,Motor,38.26,2,2800463.86
Netherlands,2022,Motor,17.9,3,443518.18
Turkey,2022,Motor,40.99,1,2205551.06
Spain,2024,Motor,34.85,5,4997063.86
UK,2023,Motor,35.93,5,4771643.8
USA,2020,Motor,25.14,4,1301542.68
USA,2024,Sailing,18.58,4,713480.83
Other,2024,Sailing,13.77,2,180213.62
Italy,2021,Motor,25.26,3,1300023.45
Italy,2022,Motor,36.96,4,4095465.29
UK,2023,Motor,45.84,4,6932356.93
France,2022,Sailing,13.15,1,141398.04
Other,2022,Motor,23.54,2,834325.21
Other,2024,Motor,17.39,3,439601.52
Italy,2022,Motor,40.64,1,3144080.49
France,2019,Motor,37.82,3,2563795.45
Greece,2021,Motor,16.18,4,369859.95
Turkey,2024,Motor,13.71,1,180601.89
Italy,2020,Motor,43.94,2,3546988.38
UK,2020,Motor,25.52,1,807913.53
Italy,2024,Motor,28.76,4,2369772.23
Italy,2021,Motor,87.1,4,37006745.46
Netherlands,2023,Motor,41.56,2,3446914.98
Other,2023,Motor,31.86,2,1675046.48
Germany,2019,Motor,25.52,1,672752.68
Greece,2022,Motor,22.81,3,847655.83
USA,2018,Sailing,30.71,4,1755416.77
Italy,2022,Motor,28.76,3,1743204.4
Other,2021,Sailing,24.33,3,717614.99
UK,2018,Motor,6.11,5,50071.79
USA,2024,Motor,37.3,2,3046152.97
USA,2021,Motor,43.16,4,5256983.97
UK,2021,Motor,54.93,5,12066828.77
Other,2024,Catamaran,22.83,2,758137.03
Turkey,2018,Motor,47.03,5,6139188.39
UK,2024,Motor,32.52,4,2923206.06
Other,2024,Motor,43.21,4,13007671.78
Greece,2022,Motor,6.56,1,28518.71
USA,2023,Motor,79.86,2,18264363.2
Greece,2018,Motor,37.28,3,1978653.96
Other,2024,Motor,48.93,3,6175806.95
Other,2023,Motor,74.6,4,20640259.72
Netherlands,2024,Motor,8.84,1,68372.15
Other,2018,Motor,38.56,3,2127389.95
Germany,2018,Motor,28.68,2,1193377.71
UK,2020,Motor,18.34,5,841614.42
USA,2023,Motor,23.87,5,1804574.63
UK,2022,Sailing,13.66,4,296189.09
UK,2020,Motor,22.5,2,677955.5
Netherlands,2024,Sailing,24.3,3,983602.42
Other,2021,Motor,14.93,2,229665.76
Italy,2024,Motor,38.91,3,3885426.61
France,2018,Motor,6.52,4,42693.55
Spain,2020,Motor,28.77,3,1417774.62
Other,2023,Motor,36.72,3,2662522.2
Turkey,2023,Sailing,20.07,5,821894.1
Italy,2022,Motor,41.86,4,5891034.42
USA,2023,Motor,37.44,3,3062661.44
Other,2024,Motor,39.98,2,2952441.01
Greece,2020,Motor,32.82,4,1980585.95
Other,2024,Motor,44.08,1,3259846.37
USA,2019,Motor,70.71,4,15536779.17
Greece,2022,Motor,35.75,2,2426530.24
Other,2023,Motor,53.58,2,5935843.28
Turkey,2021,Motor,14.42,3,218828.53
USA,2020,Motor,45.58,5,8012418.68
Turkey,2020,Sailing,13.14,2,117715.16
Italy,2024,Motor,32.37,4,2983665.67
Italy,2024,Motor,16.46,4,651524.0
Turkey,2024,Motor,35.4,4,3122252.27
Italy,2020,Motor,36.95,5,4477082.96
Greece,2024,Motor,19.89,2,544474.89
Italy,2023,Motor,37.09,2,2902965.95
Greece,2023,Sailing,9.0,4,82662.79
Spain,2020,Motor,9.86,5,141789.01
UK,2022,Motor,29.76,2,1695630.17
Netherlands,2024,Motor,77.02,3,18339381.11
UK,2020,Motor,59.79,4,10009657.69
Spain,2020,Motor,25.15,3,958576.77
Italy,2019,Motor,11.69,3,168973.22
Netherlands,2019,Catamaran,25.2,2,853278.13
Italy,2022,Motor,81.84,5,42346483.7
Other,2020,Motor,47.99,4,5276468.28
USA,2018,Motor,30.53,3,1712872.49
Netherlands,2023,Motor,30.71,2,1494250.77
France,2021,Motor,70.0,2,11999306.94
France,2023,Motor,25.98,2,1132684.46
UK,2023,Motor,51.64,3,8608385.94
Italy,2024,Sailing,35.3,2,2368071.83
Italy,2024,Motor,39.72,1,2689919.91
UK,2022,Motor,21.04,2,613073.13
UK,2024,Motor,27.12,3,1931923.09
Italy,2018,Sailing,6.39,2,24524.64
Italy,2021,Motor,46.74,2,5370567.6
USA,2021,Motor,83.99,5,34493805.5
Other,2021,Motor,6.91,2,39067.45
Other,2020,Motor,43.82,5,5790728.52
Germany,2023,Motor,30.35,3,1770718.29
France,2021,Motor,10.09,3,112832.3
USA,2023,Motor,39.5,3,4153923.7
Spain,2023,Motor,86.48,2,19421716.46
Netherlands,2024,Motor,26.49,3,1585897.61
Netherlands,2018,Motor,9.98,3,92095.57
France,2022,Motor,30.92,2,1974557.0
France,2022,Sailing,16.06,3,353815.78
Other,2023,Motor,33.15,5,3404437.69
Other,2024,Catamaran,7.34,1,33009.06
France,2022,Motor,98.68,2,31087683.52
USA,2018,Motor,33.42,4,2115174.56
Italy,2022,Motor,18.19,4,746814.93
Turkey,2022,Motor,26.68,4,1282053.27
Netherlands,2020,Motor,35.79,1,1829895.0
Turkey,2023,Motor,48.15,5,9585317.79
Netherlands,2020,Motor,12.11,1,126248.46
Spain,2023,Motor,42.36,4,5134678.57
Netherlands,2022,Motor,26.78,5,2198289.39
Turkey,2022,Motor,26.41,3,1166296.55
USA,2023,Catamaran,9.17,1,69827.61
Greece,2023,Sailing,13.34,4,226123.96
Italy,2021,Motor,25.45,3,1116439.7
Netherlands,2019,Motor,35.45,4,2517541.06
Turkey,2023,Motor,47.18,5,7255605.86
Italy,2018,Motor,45.97,4,5291892.65
UK,2021,Motor,17.41,3,523830.78
Other,2020,Motor,12.28,3,168964.0
Italy,2022,Catamaran,33.98,2,2116431.07
Other,2019,Motor,39.94,2,1968414.38
Turkey,2021,Motor,16.16,3,307404.53
Other,2022,Motor,27.56,3,1246771.24
Other,2020,Motor,43.77,4,4057256.81
UK,2023,Motor,33.52,3,2711505.97
Other,2018,Motor,62.64,4,11101759.1
Other,2024,Motor,71.03,3,17047308.82
Netherlands,2023,Sailing,57.71,4,10229599.14
Italy,2020,Sailing,14.34,1,155432.53
Other,2023,Motor,16.81,2,309310.84
Other,2019,Motor,38.22,5,4383782.89
Greece,2018,Sailing,37.06,4,2238952.56
Germany,2024,Motor,108.16,4,60538825.82
USA,2024,Sailing,34.46,5,3495031.53
Turkey,2019,Motor,38.92,2,1883697.64
Italy,2019,Motor,38.15,2,926352.03
Spain,2021,Motor,34.56,3,2371410.59
Italy,2018,Motor,34.68,4,2553249.54
France,2018,Sailing,11.55,3,118282.65
Greece,2022,Motor,40.23,3,2846994.6
UK,2024,Motor,25.58,5,2101228.02
Spain,2018,Motor,39.26,4,3084070.06
Italy,2021,Motor,20.94,1,603913.6
Spain,2019,Motor,75.87,4,15277606.67
France,2023,Motor,43.42,3,5311492.46
France,2023,Motor,44.78,5,8472032.76
Germany,2020,Motor,15.03,4,347197.32
France,2019,Motor,112.29,4,43837494.72
UK,2022,Motor,14.05,1,221833.1
Other,2020,Motor,30.06,3,1298838.27
Other,2024,Sailing,10.42,2,92842.95
Turkey,2018,Motor,21.92,4,639001.88
Other,2022,Motor,145.12,3,82415516.45
Greece,2023,Motor,127.0,3,59067153.46
USA,2020,Motor,6.05,4,35777.61
France,2021,Motor,27.87,3,1429227.43
Italy,2018,Motor,19.09,3,524757.22
UK,2023,Catamaran,17.16,2,379491.75
UK,2021,Motor,16.36,2,307149.77
USA,2024,Catamaran,14.81,4,411936.99
Italy,2018,Motor,36.03,5,4500532.52
Greece,2023,Motor,63.56,3,11539500.7
Italy,2024,Motor,70.09,5,31183083.55
Italy,2023,Motor,51.96,4,10695606.78
Italy,2024,Catamaran,39.58,4,5724560.75
Germany,2020,Motor,25.72,3,929761.3
Netherlands,2018,Catamaran,38.14,3,2746788.66
UK,2023,Motor,7.18,4,64831.26
Greece,2019,Sailing,6.13,4,24622.12
Other,2021,Catamaran,39.07,4,3499844.69
Spain,2022,Motor,27.15,1,1011243.17
USA,2023,Sailing,37.12,5,4695255.85
Italy,2024,Sailing,19.58,1,484066.79
Italy,2021,Motor,62.81,3,13170279.6
Other,2020,Motor,65.08,4,10920504.29
Turkey,2022,Motor,34.73,4,2453983.56
France,2024,Motor,12.72,1,166238.05
Germany,2018,Motor,85.89,3,18767508.22
France,2023,Catamaran,9.54,4,134649.19
France,2023,Motor,42.36,3,4467092.5
USA,2024,Sailing,12.87,2,188006.87
USA,2024,Motor,25.59,3,1404651.31
Other,2018,Motor,99.93,4,26653933.16
Netherlands,2022,Motor,29.8,5,3205725.55
Italy,2023,Motor,64.05,4,17340908.26
Italy,2024,Sailing,40.37,4,4941581.34
Turkey,2018,Motor,18.99,2,272121.75
Netherlands,2022,Sailing,28.17,3,1309172.5
UK,2021,Motor,16.58,5,623182.01
Other,2024,Motor,37.59,3,2855567.68
Netherlands,2022,Motor,35.16,3,2843079.97
Other,2023,Sailing,8.51,2,58478.2
Spain,2022,Motor,134.59,4,80212444.74
Other,2021,Motor,86.65,3,19905649.86
USA,2022,Motor,41.99,1,3295694.64
Italy,2020,Sailing,35.86,1,1761045.16
Turkey,2018,Motor,30.66,3,1009326.07
Other,2024,Motor,19.78,3,644144.29
Italy,2023,Motor,84.21,4,35154075.12
Other,2023,Motor,71.14,4,18704524.36
Other,2024,Motor,44.41,4,2030412.25
Germany,2022,Sailing,22.37,4,917658.22
Other,2023,Sailing,25.27,4,1133456.47
Other,2021,Motor,24.97,4,1041116.92
Turkey,2022,Motor,27.11,1,820172.86
Netherlands,2019,Motor,17.15,3,362285.91
Netherlands,2024,Motor,74.43,1,11524739.35
Netherlands,2024,Sailing,35.84,3,2892204.42
Spain,2022,Motor,29.63,1,1170547.27
USA,2022,Sailing,44.07,3,4353831.56
Netherlands,2022,Motor,43.99,1,3722518.41
Other,2024,Motor,43.16,4,5538394.79
Other,2018,Motor,19.84,2,345188.37
Greece,2023,Motor,15.53,1,228264.01
Netherlands,2020,Motor,33.72,4,2475423.62
France,2019,Motor,41.65,4,2096879.25
Other,2024,Motor,26.45,2,1150801.89
Germany,2023,Motor,11.25,1,103252.03
Other,2018,Motor,35.79,4,2091617.03
Turkey,2021,Motor,39.09,3,2649278.23
Germany,2024,Catamaran,33.71,5,3814011.51
France,2024,Motor,31.27,4,3037181.94
Greece,2020,Motor,37.28,1,1681528.03
France,2024,Motor,74.18,4,25038057.82
USA,2024,Motor,41.56,4,6012346.02
Other,2022,Motor,10.58,3,112284.47
Turkey,2024,Catamaran,24.12,1,616885.31
Netherlands,2022,Sailing,38.85,3,3012659.91
Italy,2024,Motor,41.67,2,4225650.32
Other,2021,Sailing,12.38,3,139028.97
Other,2022,Motor,29.74,3,1764496.89
UK,2021,Motor,32.99,3,1903080.64
Other,2019,Motor,64.6,4,10485142.5
Germany,2023,Motor,28.01,2,1353641.28
USA,2021,Catamaran,12.14,5,282985.87
Germany,2024,Motor,36.51,3,3050681.52
Other,2024,Sailing,36.74,3,2475678.91
Germany,2022,Motor,17.81,3,435503.41
USA,2024,Motor,35.01,4,3988030.84
Netherlands,2022,Motor,33.37,4,2836418.64
Other,2022,Motor,31.19,2,1510228.99
Netherlands,2019,Motor,43.68,4,5072818.42
Other,2020,Motor,41.64,3,3122706.46
USA,2021,Motor,38.94,2,2863226.08
Other,2021,Catamaran,33.79,2,1755522.44
Italy,2023,Motor,31.28,4,3008941.25
Italy,2022,Motor,39.28,2,2896724.45
Netherlands,2018,Motor,88.64,4,23302213.55
Spain,2022,Motor,37.75,5,3924702.28
Italy,2021,Motor,18.35,1,313335.12
Germany,2021,Motor,25.38,4,1244335.09
USA,2022,Motor,25.49,4,1532663.13
Italy,2019,Motor,49.07,2,4346657.1
Germany,2021,Motor,42.47,4,4377235.07
Netherlands,2023,Motor,40.73,1,2772570.47
USA,2018,Catamaran,30.84,4,1687587.0
Other,2023,Motor,35.99,2,2404823.25
France,2023,Catamaran,22.21,3,749174.76
USA,2019,Catamaran,18.89,5,740204.57
Italy,2018,Motor,36.99,5,4297300.76
Germany,2024,Motor,10.82,5,282526.05
Greece,2023,Motor,14.17,1,153359.55
UK,2019,Motor,17.12,2,316968.12
Spain,2024,Motor,31.38,5,3476832.89
Turkey,2020,Motor,31.32,2,1086981.04
Other,2021,Motor,17.57,4,454006.88
Other,2022,Motor,37.95,5,4099816.32
Spain,2022,Motor,11.31,3,161195.22
Other,2020,Catamaran,28.81,5,1841630.86
Other,2019,Motor,44.15,4,4136253.3
USA,2024,Motor,28.91,2,1510715.85
Other,2020,Motor,64.3,4,9818693.1
UK,2020,Motor,13.84,3,262141.84
Germany,2022,Sailing,30.92,3,1535303.98
France,2022,Motor,38.98,4,3947011.2
Turkey,2018,Motor,9.69,2,65731.76
Netherlands,2024,Motor,17.98,4,624217.5
Turkey,2023,Sailing,29.7,1,972603.08
USA,2024,Motor,38.91,3,4108271.0
Other,2024,Motor,147.12,3,93450267.52
Other,2024,Motor,46.36,4,6226664.14
Germany,2023,Motor,44.38,2,4217725.29
USA,2019,Motor,49.99,3,4826816.22
Other,2021,Motor,32.41,2,1361948.65
UK,2021,Motor,30.02,3,1768455.44
Other,2024,Motor,40.12,5,6373169.19
Other,2018,Motor,44.53,4,4122524.37
Germany,2020,Motor,36.77,2,1928962.57
Italy,2019,Motor,50.03,3,6839064.53
Turkey,2024,Motor,40.72,1,2284465.16
Italy,2019,Motor,30.49,4,2027387.36
